"","proteinIDs","iBAQ.as_g0_a","iBAQ.as_g0_b","iBAQ.as_g0_c","iBAQ.as_g1_a","iBAQ.as_g1_b","iBAQ.as_g1_c","iBAQ.wt_g0_a","iBAQ.wt_g0_b","iBAQ.wt_g0_c"
"230","H3BJ35;H3BJ71;H3BKL6;H3BL19;H3BJI6;H3BK44;E9PY90;H3BK48;E9Q3S2;H3BKH2;H3BJS0;A0A1W2P711;Q91ZV0",524840,0,376750,0,0,0,0,324830,753570
"231","A0A1W2P768;P84228",245100000,91622000,161220000,52973000,11033000,17805000,5986500,179240000,73794000
"232","A0A1W2P7R1;Q8BH74",0,0,0,0,0,0,0,74584,0
"233","A0A1Y7VJ48;P48428",24559000,11836000,8492100,4223500,63810,99791,190290,19604000,11893000
"234","F8WJB9;E9PVP4;A0A1Y7VJA2;P70429",11470000,617500,3904100,290080,11190,0,33772,2787000,3100600
"235","A0A1Y7VNP4;A0A1Y7VJG2;Q8BVV6;P59325;A0A1Y7VLL6;A0A1Y7VLQ0;A0A1Y7VLK2",0,55480,0,0,0,0,0,805870,638800
"236","A0A1Y7VK19;Q9DCB8",72078,0,84877,0,0,0,0,265260,130470
"237","A0A1Y7VLY5;A0A1Y7VKA0;A0A1Y7VKC6;Q9DB29",0,256200,0,0,67299,0,108990,928420,900860
"238","A0A1Y7VLT3;Q61136",493170,36404,151100,0,0,18742,0,265910,177170
"239","A0A1Y7VM39;Q3TZZ7",358660,135690,582050,69009,0,0,0,160510,363700
"240","A0A1Y7VM54;Q9D1D4",3115200,2820000,6808200,1968200,270780,284370,96708,1530300,1911000
"241","A0A1Y7VMH3;Q80X41;A0A1Y7VLL5",0,0,56533,0,0,0,0,180100,0
"242","A0A1Y7VMP9;Q9WVL3",0,0,0,0,0,0,0,439840,0
"243","A0A286YCQ0;A0A286YDN0;E9Q6A3;E9PYX6;E9QNA7;D3Z5J3;A0A5F8MPJ2;A0A286YCI8",0,0,0,0,0,0,0,0,0
"244","A0A286YCQ5;O88322",0,0,29329,0,0,0,0,0,0
"245","E9Q4K7;A0A286YCV9",0,0,0,0,0,0,0,9819.5,0
"246","A0A286YD84;A7YY80;A0A5F8MPR1;A0A5F8MPE1;Q9WV92;A0A3B2WD96;A0A286YCY1;A0A286YCT6",0,0,0,0,0,0,0,26883,56836
"247","A0A286YDA2;A0A286YDT3;E9Q5C9;A0A286YDV7;A0A286YDZ1;A0A286YCD1",651520,79058,223780,84062,0,11976,0,269210,459190
"248","A0A286YDB3;Q80XQ2",52035,0,165570,0,0,0,0,157420,64047
"249","E9Q390;A0A286YDF5;Q69ZN7;A0A286YCZ3;A0A286YE65",346750,283330,523590,136410,37655,36826,8143.4,102430,46999
"250","A0A286YDI8;G3X972",194230,121140,131280,70437,0,7252.9,0,93571,16496
"251","A0A3B2WBE1;A0A286YDY4;D0VYV6",0,0,0,31773,0,0,103700,1328700,1837700
"252","A0A286YE88;G5E8R4;Q922D4",1364600,53312,696710,0,0,0,0,776970,782190
"253","A0A2C9F2D2;Q07076;A0A286YCW4",3136600,1566500,2671200,840740,134120,98459,107390,2527400,3327000
"254","A0A2I3BPG9;P83882",9188500,1240900,3569100,751150,282970,224230,300390,4114800,7784500
"255","A0A2I3BS20;A0A2I3BQM5;A0A2I3BPL1;A0A2I3BQR5;A0A2I3BPW0;Q9QYG0",0,0,0,0,0,0,0,0,226100
"256","A0A2I3BPN6;E9QAP7",38770,0,0,0,0,0,0,31143,114010
"257","A0A2I3BR03;A0A2I3BPT1;A0A2I3BQZ9;Q3TWF3;P12023",0,115700,400980,0,0,0,0,0,171380
"258","A0A2I3BQF4;P62889",0,445250,227860,382800,143280,171480,0,0,0
"259","A0A2I3BRK6;Q9JIX0;A0A2I3BQB4;A0A2I3BRR5;A0A2I3BQK0;A0A2I3BQ37",3158200,0,524970,0,100550,0,65934,1812800,2259000
"260","A0A2I3BRS9;Q8BH93",2420200,0,2471400,0,0,0,0,3887400,0
"261","A0A2I3BS14;Q9WVJ3;A0A2I3BPG0",2199900,874710,1657700,1282200,209770,643070,142920,2110500,1825200
"262","Q8K0M3;A0A2I3BS41;Q9R1Z8",0,0,0,41350,15350,0,0,87353,84767
"263","A0A2K6EDM5;Q8C181",204690,255240,261860,158970,38387,40630,0,150520,185390
"264","A0A2R8VKC6;A0A2R8VHE0;A0A2R8W712;A0A2R8VI37;Q80YW0",2199400,0,1053400,0,0,0,0,0,400560
"265","A0A2R8VHF9;E9QPE7;A0A338P6K2;O08638",1068800,531410,1302300,40805,6898.5,9277.5,67056,1480100,969030
"266","A0A2R8VHH1;Q99P88",0,12721,12855,12067,0,0,0,9058,0
"267","A0A2R8W753;A0A2R8VHK9;P46061",0,0,0,0,0,0,0,140570,0
"268","A0A2R8VHN2",871820,457840,780130,112240,0,0,59378,288300,4879700
"269","A0A2R8VI25;Q3TT81;A0A2R8VHP9;B2M1R7;Q61990;A0A2R8VHN3;A0A2R8VHG2;A0A2R8VKF0;A0A2R8VJY1;A0A2R8W6L5;A0A2R8VHZ0;A0A2R8VI71;A0A2R8VHY9;A0A2R8VKN0;A0A2R8VI73;A0A2R8W6U6;A0A2R8VI12;A0A2R8VI15;A0A2R8VHL8;A0A2R8VHI3;A0A2R8VI92;A0A2R8W6H3;E9Q7D8;P57722",1367500,307560,754370,173630,26654,23999,24825,1051800,724770
"270","A0A2R8VHT7;Q8R3F5",478170,168260,827600,0,0,0,161420,1033900,1669300
"271","A0A2R8VJU9;A0A2R8VI30;D3Z187;A0A2R8VI94;A0A2R8VK70;A0A2R8W6P0;Q61735",0,0,173180,0,0,0,0,71846,0
"272","A0A2R8VJW0",1161300,1621200,2890600,939060,227070,0,1475600,5967600,23751000
"273","A0A2R8VK20;O70194",0,0,0,0,0,0,0,247640,0
"274","A0A2R8VKS6;Q9D1C8",262780,158850,237240,0,0,0,0,0,0
"275","A0A2R8W6R3;P62878",3398500,0,1959400,0,266830,0,0,0,2001000
"276","A0A2R8W718;Q8R5A6",294550,85612,0,0,0,0,0,172800,196620
"277","A0A338P676;A0A338P6X4;D6RCG1;Q64737",338970,0,0,0,0,0,0,705550,0
"278","A0A338P6X2;Q9D6U8",829530,178780,548290,0,0,0,612390,1974400,9807700
"279","A0A338P703;A0A338P7G1;A0A338P7H5;P29699",0,1584000,3689500,771840,427330,439640,0,322500,156650
"280","A0A338P7E3;A0A338P711;C0HKG6;C0HKG5",140870,0,133570,0,0,0,0,785170,337280
"281","A0A338P7C0;O09061",214690,0,82119,0,0,0,0,0,0
"282","A0A338P7L8;Q8BJF9",816050,335570,484570,354660,97720,73776,56769,465240,455630
"283","A0A3B2W3V4;A0A3B2WB82;Q9JK23",1436800,0,1006400,0,0,0,0,0,0
"284","A0A3B2W837;Q9WV55",4777600,688740,2053400,500480,131650,61853,195290,4131400,4512000
"285","A0A3B2WB94;Q61549",593540,349310,425370,279800,0,0,0,837390,380210
"286","A0A3B2WBM3;P62869",1519400,319620,1003000,492780,28174,17821,74373,774590,1025800
"287","A0A3B2WCD8;Q3U0V1;A0A3B2W465",4184400,814490,2255200,746630,159240,179860,131720,3160200,2668900
"288","A0A3B2WDD2;Q5XJF6;A0A3B2WBL1;P53026;A0A3B2W820;A0A3B2W824;A0A3B2WCA5;D6RE43",1959900,106400,57848,540490,342390,184720,55656,4292600,755520
"289","A0A3Q4EBK4;Q6P1B9;O08539",502940,0,173500,0,0,0,0,201700,0
"290","A0A3Q4EG99;A0A3Q4EBT8;D3YXC2;A0A3Q4EC24;A0A3Q4EGL4;Q791T5",53930,52929,0,41367,0,0,0,0,199450
"291","A0A3Q4L326;A0A3Q4EBU5;Q68FL0;G5E8Y0;G3X9J1;P70414",0,0,32973,0,0,0,42790,116110,141200
"292","A0A3Q4EC06;Q78JT3;A0A3Q4EBW1;A0A3Q4L2Y6",0,0,0,0,0,0,0,166950,0
"293","A0A3Q4EGT0;A0A3Q4EII3;A0A3Q4EC50;A0A3Q4EHW7;Q3UTM6;A0A3Q4EHG2;Q8JZY2",160810,0,67875,0,0,0,0,142150,122320
"294","A0A3Q4EGL6;P56213",2509800,224420,1521500,175450,24717,20449,162000,3476900,3478700
"295","A0A3Q4EH04;A0A3Q4L335;A0A3Q4L393;Q8BL97",656820,0,0,0,62204,125990,0,235250,0
"296","A0A452J8C1;A0A3Q4EI12;P35293",189270,174280,239760,177530,0,35321,0,262160,231150
"297","A0A494BAS6;A0A494B909;Q9WV68;A0A494B8Z4;A0A494BB28",0,44970,71669,29782,0,0,15948,422360,901930
"298","A0A494B945;Q9D1G1;A0A494BA38",4877700,269570,891050,467640,127010,96429,52990,1431400,1949800
"299","A0A494B947;G3UW94;Q9D883",2669000,638740,1700700,361230,89002,0,0,1777400,1215600
"300","D3YU09;A0A494B982;Q9R111",358260,76025,191580,19822,0,0,0,0,0
"301","A0A494B987;Q3U1J4",0,0,56339,0,0,0,0,62696,0
"302","A0A494B990",1191200,0,0,0,0,0,0,0,173810
"303","A0A494B9E9;Q9Z315",519090,0,0,0,0,0,0,598390,448420
"304","A0A494B9H5;A0A494B9R3;Q9CQF0",0,0,0,0,0,0,0,94666,0
"305","A0A494B9K4;Q9QYB5;A0A494B969;A0A494BBK1;A0A494BAX9",0,0,0,0,0,0,0,76359,263000
"306","A0A494B9L4;A0A494BBG2;A0A494B9S0;Q9CQB2",0,0,0,0,0,0,0,0,0
"307","A0A494B9X2;O88958",1470300,131350,409420,76256,32358,12316,44646,898800,1381700
"308","A0A494B9X6;A0A494BAB1;O09131;A0A494BAY2;A0A494BB82;Q8K2Q2",1693400,317670,828050,281490,0,0,0,1541900,676180
"309","A0A494B9Z0;A0A494BBA8;Q642K5;P62862",0,0,385160,401150,0,940820,959110,3560000,8373800
"310","G3UXW2;A0A494BA33;A0A494BAT0;Q3TH01;P01901;L7N260;E9PWT4;E9QJR9;P79568;P14431;P14430;P14429;P14426;P14428;P06339;P01900;P01902;P14427;P03991;P04223",1457200,606190,991240,279370,14287,45430,57982,1389800,688460
"311","A0A494BA58;Q3U4I7;A0A494BB94",214310,164490,444270,61695,9799.4,0,64254,352120,1476900
"312","A0A494BBL8;A0A494BA91;E9QP49;Q99MS7",135910,0,30471,0,0,0,0,37272,65191
"313","A0A494BA97;Q62422;A0A494B943",4008300,346250,1346100,286390,50935,0,22399,959940,592610
"314","A0A494BAB5;Q9D5T0",0,0,0,0,0,0,0,0,552210
"315","A0A494BAC4;A0A494BAS0;A0A494BBB0;O35350",291430,0,242570,0,0,0,0,428870,331810
"316","A0A494BAF7;Q9CPU0;A0A494BBE7",0,0,0,16177,0,40996,63202,1402900,566870
"317","A0A494BAG7;Q9CWG9",6444300,428480,2202600,829870,112220,65208,104990,2591200,2631000
"318","F6T2S0;A0A494BAI5;Q544X6;Q91W09;P22315;A0A494BBL4;A0A494B9Y8",0,110430,122460,51491,0,6274.8,0,349200,246860
"319","A0A494BB58;A0A494BAJ5;A0A494BBF1;Q9WU84",0,0,278270,0,0,0,0,584480,575010
"320","A0A494BAJ6;Q9WUL7",0,0,0,0,0,0,0,109390,95519
"321","A0A494BAV2;Q61035",262560,0,77425,0,0,0,0,371370,0
"322","A0A494BAX5;A0A498WGK2;Q8BP47",337570,176990,368170,171240,0,21547,0,181150,151480
"323","A0A494BB95;Q8BMJ3;Q60872;Q8BX20;Q3UTA4;Q3UT53;Q3TQZ4;J3QQ02;J3QPI8;J3QP87;J3QNT6;J3QMW5;A0A1Y7VNG9;A0A1Y7VLT7",2738600,286290,1162500,507910,41170,39313,37646,3139500,642630
"324","A0A494BB97;D3YYN0;D3Z4K2;D3YUF2;Q91WT9",0,0,0,0,0,0,139180,702900,1855800
"325","A0A494BBD8;P10107",5176500,2475500,4371200,3298900,658290,858350,41587,1541100,640550
"326","A0A494BBE3;G3X8R0;Q60870",1470700,243350,1318300,193600,100780,48989,68138,1741300,1759500
"327","A0A494BBF0;G5E8D6;Q9WVJ9;E9Q2A0;F6Z1C2;E9Q2T8;E9Q3F3;E9Q3N9;A0A494BAR1",0,119790,115150,0,0,0,0,0,0
"328","A0A494BBK3;Q9CQF7;Q9CWM4;A0A494BAH5",1479200,79320,815060,0,0,0,0,1337900,265130
"329","A0A494BBL9;Q3TBT3",363100,0,787320,0,0,0,0,1102900,0
"330","O78196;A0A498U6I0;P04230;P04231;P20040;P18468",1541900,698750,703180,284360,38573,13121,0,2132100,611380
"331","A0A498WFS2;Q922Y1",737150,0,257190,98848,0,0,6346.2,786420,595470
"332","A0A498WGD8;Q8CDN6;A0A494BBI1;A0A494B955;A0A494BB31",2445200,242500,1019900,427430,58095,67205,90991,1179600,1573300
"333","D3Z585;D3YZ86;A0A571BDP7;Q8VDV3",490920,0,242050,0,0,0,0,304300,231190
"334","A0A571BEG4;A2A839;A2A838;A2A842;A2A841;P48193;F7BUB8;F6S4K9;A0A1D5RLV1;A2AD32;F7CR30",248700,31891,41995,34685,0,0,76829,504130,555070
"335","A0A571BEL9;P80317",1516800,174250,621710,285150,31448,52728,45593,1518900,1398500
"336","V9GXK3;Q3V335;A0A571BEP7;P46935;V9GWV8",0,0,0,0,0,348890,0,0,0
"337","A0A5F8MPB5;Q61739;F6VSK8",187400,58462,152790,23962,4549.6,3583.6,10749,301290,330240
"338","A0A5F8MPK9;Q9EP69",213780,131500,270260,114730,7002.4,12480,10620,325670,269920
"339","A0A5F8MPP7;A2AAY5",169180,72897,230270,39550,0,0,1463.3,304230,155980
"340","A0A5F8MPW8;Q8R313;Q3U9D6",99927,0,9216.9,0,0,0,0,71019,83603
"341","A0A5H1ZRK8;P01837",0,9661500,1337200,356350,926290,340720,0,0,0
"342","A0A5K1VVQ1;E9Q8N1;E9Q8K5;A0A5K1VVQ9;A2ASS6",25953,5459.7,13081,7182.3,554.79,0,0,5441.4,5491.4
"343","A1BN54;Q7TPR4",0,0,65074,173730,88764,53938,0,0,0
"344","E9QN37;A1L314",0,0,0,0,20510,37867,0,48859,0
"345","G3UX99;G3UZY2;A2A439;P97493",1261800,79499,867350,258120,0,0,51972,1343100,7008400
"346","A2A4U9;Q91Y63",0,0,0,102210,0,0,168860,884360,4926800
"347","A2A5G4;A2A5G5;Q9DAU7",0,1261100,1043600,362500,0,36329,0,0,0
"348","A2A6H1",11281000,824090,2636200,1360500,262280,0,0,3152400,6141000
"349","A2A6J7;A2A6J4;A0A1B0GRF5",0,0,0,0,0,0,0,163400,169210
"350","A2A6T9;Q8BSL7;P84078;P61205",11940000,4273900,7217900,5126700,433400,452580,123800,2233000,2714500
"351","A2A6U3;Q80UG5",0,0,0,0,0,0,0,82512,0
"352","A2A7A8;A2A7A7;Q8CFX1",0,0,91126,0,0,0,0,0,0
"353","A2A813;Q99LX0;A2A815;A2A817;A2A816",21144000,2672600,10475000,3492300,823560,876470,2072000,33194000,38415000
"354","E9QKA4;A2A8V8;A2A8V9;E9PUK6;Q52KI8;F7BWM1;F6UK16",574230,22832,124330,12734,0,0,11396,364610,478370
"355","A2A998;Q8K182;A2A997",0,605660,961630,260590,27318,24127,0,0,0
"356","A6PWC3;A2A9Q2;Q8BHG1",205790,0,112970,0,0,0,0,45507,0
"357","A2AAN2;Q8BMA6",0,0,0,0,0,0,0,48206,0
"358","A2AAW9;Q9Z0N1",57897,0,0,0,0,0,0,93245,77118
"359","A2AKN5;A2AB59",1052600,429900,0,226610,0,0,0,106000,0
"360","A2AC24;S4R225;Q91V09",0,0,0,0,0,0,0,192200,0
"361","A2AC29;P70245",1679000,762630,1580400,702110,0,0,0,968010,2479600
"362","A2ACG7;Q9DBG6",223400,36804,374790,131070,67496,0,47048,238160,196590
"363","A2ADR8;Q8R3G1",298180,0,0,0,0,0,0,201490,213470
"364","A2ADY9",4747800,1089300,1272100,169050,38936,13141,119160,2396500,11853000
"365","A2AE89;P10649;F6WHQ7;A2AE91;Q8R5I6",2135800,824080,909350,1735500,384330,484890,89748,2464700,2172300
"366","A2AEG6;P35803",0,250590,255520,0,0,0,0,0,0
"367","A2AEW6;A2AEW5;A2AEW9;A2AEW8;Q8VD04",67392,0,28442,0,0,0,0,59510,0
"368","A2AF67;A2AF47",9694.7,0,0,0,0,0,0,0,22123
"369","A2AFI9;A2AFJ1;Q60973",334520,0,0,0,0,0,0,195560,0
"370","Q99N15;A2AFQ2;O08756",1666800,713750,1140100,495580,0,66660,1800600,7199200,8321900
"371","A2AFS1;A2AFS0;Q8C483;P26638",334230,75357,188560,164320,67498,71243,75267,428830,412440
"372","A2AGN7;O88685;B7ZCF1;F6Q2E3;A0A087WPH7",606410,119740,138880,156050,12840,21030,0,423920,81199
"373","A2AH25;Q5FWK3",476680,353150,0,233930,60426,0,26929,269530,49635
"374","A2AHX7;A2AHX8;A2AHX9;Q9QWX2;Q64373",741700,0,0,0,0,0,0,708510,534320
"375","A2AI52;Q80U87",389990,0,111780,0,0,0,5002,139520,103730
"377","Q3UB58;Q3UNJ0;A2AIN5;Q3UZ35;P21855",804780,0,0,0,0,0,0,346590,99633
"378","A2AJ88",183490,0,32365,0,0,0,42856,79425,766990
"379","A2AJI1;A8Y5P4;A2AJI0;F6WF36",136400,30303,91992,0,0,0,0,67353,208210
"381","A2AJX3;Q9D1H6",63810,105700,0,0,0,0,295610,756240,1039700
"382","A2AKI5;P43406;F6RWM8;F6W6Q6",643230,242290,668550,275430,17180,8655.1,18757,157580,314610
"383","A2AL12;Q8BG05;A2AL13;V9GX38",29229000,6710400,16256000,4973900,2040300,2281500,628970,28157000,20161000
"384","A2AL50;Q8C0I1;A2AL49;H3BKN2;H3BIY5",24304,24890,52355,0,0,0,21368,675160,908900
"385","Q8CBM2;A2AL85;Q8BSY0",0,0,23009,0,0,0,0,109050,0
"386","A2ALF3;Q6NZB0;A2ALF0;F6TQL3;E9PZT4;F6QIL6;D3Z4I5;F7CXJ2",5311300,193280,1581600,404740,36482,0,136170,2758100,3451900
"388","Q6PBC0;A2AMQ5;Q99L43",187230,0,189590,109290,0,0,0,196030,402080
"389","A2AMW0;F7CAZ6",6196600,2194900,4841900,1008400,47948,121580,14656,10303000,2448200
"390","A2AMW3",479480,67277,0,139870,0,0,0,0,0
"391","B7ZCL8;A2AN84;P70290;B7ZCM1;B7ZCM0;B7ZCL9;D6RFD5",882010,64796,190490,48903,0,0,44712,1329900,1784200
"392","A2AP32;Q3UIU2",5846600,13491000,10177000,6146500,599430,144130,1723500,14087000,70064000
"393","A2APD7;Q9D6Z1;F6U250;F6V095;F7CHQ7",385380,146760,207730,48774,0,75597,0,674620,473920
"394","A2APF7;Q9QY24",219080,0,89630,0,0,0,0,698100,139100
"395","A2API8;F7AA26;O54931",0,0,0,0,0,0,0,36402,0
"396","Q3U8S1;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379",2239800,285070,1777400,109010,0,0,0,930770,852780
"397","A2APX3;P21460",350870,1332800,1465300,249640,59341,180700,165210,1259500,1467700
"398","A2AQ43;A2AQ44;A2AQ42;A2AQ45;A2AQ41;Q80TY0;A0A0A6YWT1;A2AQ47;A2AQ39;F6VVN1",483270,0,280640,0,0,0,0,362880,441780
"399","A2AQ52;A2AQ51;A2AQ50;P55014",221120,208720,150870,50210,0,0,96209,121060,114920
"400","A2AQN0;A2AQM9;Q5XJV5;Q9JL19",5821200,2031600,3144100,2478300,94734,390750,416440,1456600,4648400
"401","A2AQR0;Q64521",333930,612950,838130,235440,0,0,102010,878800,1703900
"402","A2AR02",154150,0,0,0,0,0,0,152380,0
"403","A2ARQ2;D6RCY2;D6RIP7;A2ARQ4;P84102",2694800,662630,1820800,0,0,0,340470,3091500,0
"404","A2ARV4;A2ARV5;Q3V346",1880300,1946100,2698700,863660,205060,272850,1010000,6397800,18821000
"405","A2ASB8;A2ASB7;A2ASB1;Q9CY64",494680,0,268810,194500,0,0,0,39149,462840
"406","G8JL68;A2ATP5;A2ATP6;Q8C854",240810,0,92779,29139,0,11427,0,188780,81030
"407","A2ATT9;Q9CYJ6;Q9JLR1;P61620",2885400,2943100,1539600,1527600,111300,0,0,0,517290
"408","A2AU60;A2AU61;A2AU62;Q64012",841210,148060,791360,48608,52758,37048,41402,2114500,1172200
"409","V9GWU5;Q3TAI4;A2AUD5;Q9CYZ2;F6VQ81;Q3TUJ9;Q8BKP1",762030,0,608170,0,0,0,0,1171500,1155400
"410","A2AUK7;A2AUK8;A2AUK5;E9PV14;Q9Z2H5",80786,0,0,26970,0,0,0,87490,268230
"411","A2AUR3;Q60866;A2AUR5",80422,44047,0,70671,0,13513,0,239210,261400
"412","A2AVJ7;Q99PL5",7981700,839130,3215300,438040,99438,61536,57986,3101800,2346900
"413","Q0VGP9;A2AVV5;A2AVV7;A2AVV6",846100,148650,274000,87154,26736,0,35923,103360,418450
"414","A2AWI9;A2AWI7;Q8R3V5",62451,0,0,0,0,0,0,61477,81062
"415","A2AWQ2;Q8BK67",955700,0,478440,0,0,0,0,1460700,1182100
"416","A2BE93;Q9EQU5",507010,0,362330,143220,50012,0,0,448250,0
"417","A2BFF8;O88487;Q3TPJ8;A2BFF5;A2BFF9;Q3TYJ3;D3Z0M6;O88485",5069000,662490,2344000,926140,228960,58099,125860,3803900,3612000
"418","A2BGN7;Q9D8X0",326200,336930,811710,0,0,0,0,0,791910
"419","E9QAQ7;A2BH40",0,14841,0,0,0,0,0,19583,0
"420","F6RB63;A2BI12;Q99JF8",259410,0,0,295690,0,0,0,494290,489180
"421","A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2;A2BIN0;L7N222;P11591",162970,3276300,2413000,5062100,2985600,1007800,0,0,0
"422","Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7;A2CEK9",0,4468400,2733000,1867600,1101300,155600,0,35031,0
"423","A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3",9931900,11165000,17987000,4964700,2349900,0,9279200,217870000,241760000
"424","A3KGU7;A3KGU9;P16546;A3KGU5;E9Q447;A3KGU4",467630,223800,376500,341680,86208,34454,122970,1252200,1981600
"425","A4QPD3;P15307",94069,0,0,0,0,0,0,152540,58285
"426","G3UZ30;A5A4Y9;Q8K1L5",2552800,0,858180,90214,0,0,67973,2616100,2436100
"427","E9Q449;A6H8H2",22164000,6047500,25946000,7979200,2032100,920170,5714.3,8959800,10966000
"428","A8DUK4;E9Q223;P02088;P02089;CON__Q3SX09;CON__P02070;P02104",56521000,11183000,8667200,55372000,370950,1614000,256530,290130000,5692000
"429","A8XU21;P97369",537720,109070,238060,74798,0,0,13318,522640,224820
"430","A8Y5C3;Q5SWV3;P70271",584370,172920,0,0,0,0,0,348170,0
"431","A8Y5D3",5509300,947520,2601300,2562800,0,0,365140,2059400,5084900
"432","Q8JZN1;A9XX86;F6QSC4",10525000,1641200,3599600,143130,0,0,129900,4960900,2396100
"433","H3BJY1;H3BKF4;H3BIZ8;B0QZP8;O55101;H3BJ78",21522000,10877000,1054800,7997400,1227900,1391400,0,1043900,1977400
"434","B1AQF4;Q9D7X3;H3BKL8;Q3V2Y9;H3BKD1",1014800,181090,404800,173970,0,137280,0,982920,244090
"435","B1AQR8;G3X9T7;O08573",3056800,8517900,12282000,58096,36878,30368,0,286410,0
"436","B1AQW2;B1AQW4",0,0,0,0,0,0,52187,267780,883760
"437","B7ZC46;B1AQY9;B1AQZ0;Q8CHH9",0,0,0,0,0,0,0,0,0
"438","Z4YKM2;B2RWE3;B1AR13",90032,533830,303880,224240,0,0,638960,2510200,5584000
"439","B1ARU1;E9QA63;B1ARU4;E9PVY8;Q9QXZ0;F6RL59;F6RCJ3;F6YKN8;F6Q750;A0A571BGC6;A0A571BF93;A0A0A0MQA6;F7ACR9;E9QNP1",18428,5811.7,8484.9,2805.7,956.47,0,18611,18324,153460
"440","B1ASZ3;Q64516;Q9WU65;Q8C635",180350,0,73357,81491,0,0,270460,1932000,4067400
"441","B1AT92;Q60631;B1AT95",849870,138720,415730,65002,0,0,0,354580,0
"442","B1ATL6;P47809",0,0,0,0,17613,16397,0,357320,221320
"443","B1ATS4;B1ATS5;E9Q559;Q64518",0,0,15800,0,0,0,0,31992,0
"444","B1AU25;Q9Z0X1",1414700,1028000,1689900,652430,122640,201090,799760,7749800,7591400
"445","B1AWE0;Q6PFA2;B1AWE1;B1AWD8;B1AWD9;O08585",49326000,6015500,28266000,5953700,1205800,839060,1133300,24567000,26195000
"446","B1AXF5;E9Q7P8;P09242;B1AXF6",5792600,758180,7574600,1548900,718030,206330,712780,6023000,23497000
"447","B1AXP6",1107200,1303500,1185000,195510,0,0,0,797780,2236400
"448","B1AYG7;B1AYG6;Q9Z0T9",0,301540,285900,106330,0,0,0,0,25057
"449","B1AZ15;B1AZ14;Q3UMF0",0,0,0,0,0,0,0,53925,0
"450","B1AZ85;E9Q0C1;Q8R550",281220,0,0,0,0,0,0,138370,0
"451","D3YWD3;B1AZA5",222390,0,0,0,0,0,0,0,136760
"452","H3BKJ0;H3BJW9;I1E4X0;F6YMR0;E9PUF2;B7ZNS2;B1AZP2",1839300,221650,1054200,0,0,0,0,2399400,2135200
"453","B1B1D8;Q9D773;B1B1D7",0,110600,0,0,0,20498,32906,231190,510460
"454","B2KF83;L7N466;Q9D110;A0A087WPE2;Q8R1G5;F6Q785",1030100,520720,1040800,368640,75163,44048,242300,1931900,2023500
"455","B2KGF0;Q8VEE0;M0QWJ2;A0A087WQM3;M0QWQ0",887980,95088,151710,0,0,30042,0,584680,432830
"456","B2M1R6;P61979;H3BKD0;H3BLL4;A0A286YCM2;A0A286YDM3;H3BK96;H3BKI8;A0A286YEC4;A0A286YDH1;Q8BT23;H3BLP7;H3BJ43;H3BJS9;A0A286YE41",14461000,2744700,9953200,3477200,922970,1024700,796370,10244000,10889000
"457","E9QAI5;G3UWN2;B2RQC6",17349,0,19992,6656.5,0,0,51092,287910,497500
"458","Q3V3G0;E9PVA5;Q96LX3;B2RT89;E9Q4Q3;Q8BWG6",0,0,0,0,0,0,0,132410,173020
"459","J3QK13;E9QNQ2;B2RXR6;J3QNJ4",56208,0,29233,0,0,0,0,83285,0
"460","B2RXS4",60917,0,55254,0,0,0,0,42864,69089
"461","B2RY04",757450,198330,130050,168860,14688,0,7112.2,378250,5623600
"462","S4R2B0;B2RY56",435950,82052,256340,0,38205,33042,0,322250,411820
"463","B7FAT9;J3JS84;I7HPW4;Q8K3J9",0,889480,1418300,166520,55566,0,0,344170,514300
"464","B7FAU9;Q8BTM8;B7FAV1;F6XC15;J3JS91;F7AVL7;F6Z2C0;Q8VHX6",267720,196690,425660,228840,105370,110060,0,127340,72464
"465","B7ZC21;B7ZC22;O70139",0,0,0,0,0,0,0,0,0
"466","D6RJ57;B7ZCT4;Q68FH4",10107000,0,2100200,0,0,0,0,3994100,5558900
"467","B7ZCU2;B7ZCU5;B7ZCU4;B7ZCU3;B7ZCU0;J3QNK8;Q8CBW3;A0A087WRS3;A0A087WPP8;Q6AXH6;Q6AXD2;P62484",1255100,147510,522220,125380,0,23952,0,1219500,798690
"468","B7ZD13;O35309",7693100,609050,2431700,449520,0,0,0,2327500,2231900
"469","B7ZNL2;Q78ZA7;A0A140LJ37;A0A140LJB5",1915000,233980,763160,367920,41041,61417,29220,1885600,551220
"470","E9Q448;B7ZNL3",696910,576370,0,175870,0,0,0,877450,2223800
"471","B7ZNP3;Q3V4B5",969960,90061,697880,92207,25977,0,0,778420,250390
"472","B9EHJ3;P39447",0,0,0,79281,19174,12664,0,0,0
"473","C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP7;Q8CGP5",290690000,217890000,321530000,178820000,95594000,123610000,23250000,586290000,161320000
